DOL,CD,FI3312A
160.125,5.796,28.956
160.167,5.794,28.797
160.208,5.795,29.082
160.250,5.794,28.717
160.292,5.796,29.005
160.375,5.796,28.820
160.417,5.796,28.842
160.458,5.797,28.984
160.500,5.797,29.020
160.542,5.798,28.990
160.583,5.797,28.968
160.625,5.797,29.017
160.667,5.798,29.041
160.708,5.796,28.986
160.750,5.799,28.928
160.792,5.799,28.894
160.833,5.798,28.890
160.875,5.798,28.903
160.958,5.797,29.086
161.000,5.797,28.866
161.042,5.796,29.002
161.083,5.797,28.945
161.125,5.796,29.057
161.167,5.796,28.979
161.208,5.796,29.033
161.250,5.797,28.939
161.292,5.796,28.908
161.375,2.453,13.023
161.417,2.740,13.010
161.458,3.064,14.612
161.500,3.062,15.142
161.542,3.062,15.165
161.583,3.062,15.157
161.625,3.063,15.133
161.667,3.063,13.870
161.708,3.063,13.886
161.750,3.063,13.883
161.792,3.063,13.806
161.833,3.062,13.843
161.875,3.061,13.856
161.958,6.010,28.701
162.000,6.011,28.842
162.042,6.012,28.721
162.083,6.012,28.979
162.125,6.011,28.815
162.167,6.011,28.999
162.208,6.012,29.420
162.250,6.012,29.693
162.292,6.011,28.782
162.375,3.063,16.168
162.417,3.063,16.209
162.458,3.064,16.250
162.500,3.065,16.310
162.542,3.065,16.249
162.583,3.063,16.250
162.625,3.064,16.249
162.667,3.065,16.228
162.708,3.063,16.853
162.750,3.676,18.569
162.792,2.452,14.575
162.833,2.451,14.465
162.875,2.452,14.433
162.958,6.011,28.704
163.000,6.011,28.774
163.042,6.012,28.581
163.083,6.012,28.798
163.125,6.012,28.348
