CD,FI3312A,TI3302A
5.795,28.960,89.532
5.795,28.991,89.542
5.796,28.956,89.539
5.794,28.797,89.515
5.795,29.082,89.525
5.794,28.717,89.520
5.796,29.005,89.521
5.796,28.820,89.530
5.796,28.842,89.524
5.797,28.984,89.563
5.797,29.020,89.540
5.798,28.990,89.562
5.797,28.968,89.527
5.797,29.017,89.540
5.798,29.041,89.526
5.796,28.986,89.551
5.799,28.928,89.527
5.799,28.894,89.495
5.798,28.890,89.506
5.798,28.903,89.517
5.797,29.086,89.526
5.797,28.866,89.515
5.796,29.002,89.472
5.797,28.945,89.581
5.796,29.057,89.569
5.796,28.979,89.584
5.796,29.033,89.573
5.797,28.939,89.569
5.796,28.908,89.590
2.453,13.023,85.748
2.740,13.010,84.984
3.064,14.612,86.890
3.062,15.142,86.341
3.062,15.165,86.503
3.062,15.157,86.642
3.063,15.133,86.585
3.063,13.870,86.732
3.063,13.886,86.855
3.063,13.883,86.924
3.063,13.806,86.692
3.062,13.843,86.862
3.061,13.856,87.035
6.010,28.701,89.295
6.011,28.842,89.250
6.012,28.721,89.299
6.012,28.979,89.258
6.011,28.815,89.267
6.011,28.999,89.288
6.012,29.420,89.337
6.012,29.693,89.315
6.011,28.782,88.962
3.063,16.168,85.880
3.063,16.209,86.035
3.064,16.250,86.073
3.065,16.310,86.089
3.065,16.249,86.045
3.063,16.250,86.053
3.064,16.249,86.094
3.065,16.228,86.127
3.063,16.853,86.052
3.676,18.569,86.702
2.452,14.575,84.899
2.451,14.465,84.155
2.452,14.433,84.032
6.011,28.704,88.783
6.011,28.774,89.198
6.012,28.581,89.257
6.012,28.798,89.328
6.012,28.348,89.259
