DOL,CD,FI3312A,TI3302A
120.375,5.490,26.530,88.433
120.417,5.490,26.501,88.417
120.458,5.490,26.591,88.424
120.500,5.491,26.652,88.488
120.542,5.491,26.460,88.500
120.583,5.493,26.812,88.496
120.625,5.492,26.647,88.512
120.667,5.493,26.604,88.474
120.708,5.492,26.619,88.452
120.750,5.492,26.660,88.457
120.792,5.491,26.641,88.451
120.833,5.491,26.613,88.392
120.875,5.491,26.586,88.427
120.958,5.493,26.588,88.445
121.000,5.491,26.659,88.466
121.042,5.491,26.570,88.486
121.083,5.490,26.606,88.470
121.125,5.490,26.511,88.419
121.167,5.489,26.642,88.423
121.208,5.490,26.670,88.427
121.250,5.489,26.429,88.464
121.292,5.490,26.623,88.443
121.375,5.490,26.648,88.448
121.417,5.490,26.689,88.480
121.458,5.492,26.659,88.471
121.500,5.492,26.393,88.500
121.542,5.493,26.764,88.473
121.583,5.494,26.684,88.470
121.625,5.493,26.738,88.429
121.667,5.493,26.627,88.435
121.708,5.492,26.782,88.424
121.750,5.492,26.710,88.452
121.792,5.492,26.681,88.437
121.833,5.493,26.658,88.446
121.875,5.491,26.608,88.418
121.958,5.493,26.638,88.412
122.000,5.493,26.666,88.385
122.042,5.491,26.667,88.379
122.083,5.492,26.666,88.389
122.125,5.492,26.584,88.384
122.167,5.490,26.556,88.476
122.208,5.491,26.464,88.457
122.250,5.491,26.623,88.507
122.292,5.491,26.517,88.503
122.375,5.491,26.684,88.373
122.417,5.491,26.761,88.410
122.458,5.493,26.664,88.438
122.500,5.492,26.540,88.417
122.542,5.497,26.670,88.483
122.583,5.493,26.678,88.412
122.625,5.492,26.561,88.365
122.667,5.492,26.571,88.370
122.708,5.492,26.644,88.342
122.750,5.493,26.664,88.380
122.792,5.492,26.688,88.418
122.833,5.490,26.658,88.401
122.875,5.491,26.644,88.433
122.958,5.490,26.534,88.405
123.000,5.489,26.533,88.511
123.042,5.490,26.626,88.488
123.083,5.489,26.470,88.472
123.125,5.488,26.528,88.416
123.167,5.490,26.429,88.433
123.208,5.491,26.305,88.438
123.250,5.490,26.509,88.447
123.292,5.490,26.624,88.460
123.375,5.490,26.546,88.486
123.417,5.490,26.724,88.409
123.458,5.490,26.657,88.363
123.500,5.491,26.642,88.372
123.542,5.493,26.428,88.405
123.583,5.491,26.677,88.352
123.625,5.493,26.627,88.198
123.667,5.492,26.848,88.147
123.708,5.491,26.596,88.201
123.750,5.490,26.785,88.211
123.792,5.489,26.412,88.156
123.833,5.488,26.545,88.252
123.875,5.488,26.493,88.307
123.958,5.490,26.878,88.385
124.000,5.490,26.660,88.382
124.042,5.490,26.605,88.359
124.083,5.489,26.744,88.331
124.125,5.490,26.501,88.310
124.167,5.491,26.425,88.309
124.208,5.491,26.618,88.316
124.250,5.489,26.514,88.294
124.292,3.065,15.415,84.215
124.375,3.065,15.155,84.929
124.417,3.066,15.154,84.965
124.458,3.065,15.159,85.018
124.500,3.065,15.155,85.041
124.542,3.065,15.146,85.085
124.583,3.066,15.135,85.106
124.625,3.064,15.128,85.074
124.667,3.064,15.112,85.082
124.708,3.063,15.119,85.088
124.750,3.064,15.108,85.091
124.792,3.064,15.078,85.108
124.833,3.065,15.107,85.137
124.875,3.064,15.068,85.039
124.958,3.064,15.080,85.095
125.000,3.064,15.075,85.130
125.042,3.065,15.056,85.158
125.083,3.062,15.015,85.159
125.125,3.063,14.990,85.226
125.167,3.064,14.966,85.268
125.208,3.065,14.960,85.205
125.250,3.063,14.950,85.275
125.292,3.065,14.930,85.322
125.375,5.491,27.377,89.013
125.417,5.490,27.144,88.761
125.458,5.492,27.068,88.764
125.500,5.491,27.049,88.777
125.542,5.491,27.070,88.760
125.583,5.493,26.950,88.763
125.625,5.492,26.877,88.748
125.667,5.491,27.219,88.755
125.708,5.491,27.200,88.776
125.750,5.491,27.211,88.739
125.792,5.489,27.058,88.815
125.833,5.491,27.004,88.701
125.875,5.491,27.030,88.704
125.958,5.491,27.040,88.749
126.000,5.489,27.003,88.787
126.042,5.491,27.016,88.749
126.083,5.489,27.050,88.762
126.125,5.490,27.000,88.800
126.167,5.489,26.973,88.840
126.208,5.490,26.867,88.866
126.250,5.490,27.075,88.833
126.292,5.490,27.057,88.854
126.375,3.064,15.472,85.414
126.417,3.064,15.460,84.723
126.458,3.064,15.436,84.574
126.500,3.064,15.454,84.631
126.542,3.064,15.445,84.639
126.583,3.063,15.464,84.709
126.625,3.062,15.435,84.696
126.667,3.064,15.437,84.719
126.708,3.063,15.411,84.701
126.750,3.063,15.410,84.745
126.792,3.063,15.393,84.557
126.833,3.062,15.375,84.644
126.875,3.062,15.384,84.708
126.958,5.487,27.186,88.500
127.000,5.488,27.118,88.725
127.042,5.489,27.113,88.795
127.083,5.489,27.062,88.802
127.125,5.489,27.095,88.805
127.167,5.489,27.198,88.812
127.208,5.490,27.167,88.837
127.250,5.489,27.169,88.793
127.292,5.491,27.227,88.787
127.375,3.064,15.749,85.270
127.417,3.065,15.749,84.759
127.458,3.065,15.751,84.606
127.500,3.064,15.698,84.581
127.542,3.064,15.749,84.551
127.583,3.064,15.761,84.614
127.625,3.064,15.771,84.664
127.667,3.065,15.782,84.661
127.708,3.064,15.764,84.638
127.750,3.064,15.761,84.662
127.792,3.063,15.746,84.680
127.833,3.063,15.747,84.898
127.875,3.065,15.757,85.064
127.958,5.486,27.327,88.610
128.000,5.488,27.369,88.852
128.042,5.489,27.280,88.901
128.083,5.490,27.271,88.909
128.125,5.489,27.406,88.888
128.167,5.488,27.375,88.874
128.208,5.489,27.325,88.794
128.250,5.488,27.308,88.846
128.292,5.490,27.444,88.829
128.375,3.064,15.573,85.856
128.417,3.064,15.556,84.891
128.458,3.064,15.566,84.676
128.500,3.064,15.503,84.550
128.542,3.064,15.455,84.541
128.583,3.064,15.476,84.539
128.625,3.065,15.436,84.558
128.667,3.063,15.593,84.749
128.708,3.065,15.549,84.685
128.750,3.065,15.483,84.670
128.792,3.065,15.481,84.711
128.833,3.064,15.497,84.702
128.875,3.064,15.455,84.700
128.958,5.491,27.522,87.941
129.000,5.490,27.593,88.143
129.042,5.491,26.992,88.123
129.083,5.491,27.360,88.242
129.125,5.490,27.192,88.233
129.167,5.490,27.597,88.157
129.208,5.490,27.509,88.189
129.250,5.491,27.511,88.156
129.292,5.490,27.571,88.116
129.375,2.759,15.040,86.852
129.417,2.759,14.968,85.564
129.458,2.759,14.967,85.389
129.500,2.760,14.960,85.338
129.542,2.759,14.863,85.303
129.583,2.759,14.931,85.305
129.625,2.760,14.929,85.343
129.667,2.759,14.970,85.264
129.708,2.759,14.939,85.276
129.750,2.759,14.991,85.397
129.792,2.759,14.984,85.401
129.833,2.758,14.942,85.426
129.875,2.758,14.965,85.460
129.958,5.490,27.674,88.799
130.000,5.489,27.601,88.812
130.042,5.490,27.583,88.820
130.083,5.490,27.566,88.825
130.125,5.490,27.741,88.900
130.167,5.489,27.616,88.884
130.208,5.489,27.697,88.887
130.250,5.490,27.572,88.838
130.292,5.491,27.736,88.865
130.375,3.065,15.960,85.435
130.417,3.066,15.925,84.817
130.458,3.065,15.938,84.694
130.500,3.064,15.938,84.624
130.542,3.065,15.943,84.653
130.583,3.064,15.962,84.707
130.625,3.064,15.942,84.710
130.667,3.064,15.996,84.730
130.708,3.064,15.946,84.704
130.750,3.062,15.683,84.610
130.792,3.062,15.676,84.696
130.833,3.061,15.890,84.740
130.875,3.062,15.863,84.710
130.958,5.489,26.726,88.866
131.000,5.490,26.659,89.012
131.042,5.489,26.645,89.033
131.083,5.488,26.898,89.088
131.125,5.488,26.857,89.163
131.167,5.487,26.757,89.197
131.208,5.488,26.888,89.077
131.250,5.488,26.876,88.967
131.292,5.490,26.675,88.953
131.375,5.491,26.973,88.981
131.417,5.490,26.837,88.948
131.458,5.490,26.885,88.950
131.500,5.489,26.881,88.916
131.542,5.489,26.902,88.910
131.583,5.489,27.080,88.909
131.625,5.490,27.029,88.842
131.667,5.487,26.496,88.612
131.708,5.488,26.897,88.662
131.750,5.486,26.957,88.734
131.792,5.486,27.008,88.814
131.833,5.487,26.760,88.945
131.875,5.487,26.976,88.899
131.958,5.488,26.964,88.901
132.000,5.487,26.892,88.911
132.042,5.487,27.007,88.886
132.083,5.488,26.386,88.936
132.125,5.487,26.920,88.948
132.167,5.487,26.949,88.956
132.208,5.488,26.947,88.932
132.250,5.486,26.899,88.936
132.292,5.487,27.026,88.895
132.375,5.487,26.881,88.943
132.417,5.487,26.864,88.933
132.458,5.489,26.895,88.958
132.500,5.488,26.603,88.969
132.542,5.489,26.848,88.944
132.583,5.488,26.924,88.910
132.625,5.490,26.938,88.847
132.667,5.489,26.904,88.844
132.708,5.491,26.811,88.902
132.750,5.491,26.855,88.900
132.792,5.489,26.885,88.923
132.833,5.490,26.921,88.927
132.875,5.492,26.896,88.963
132.958,5.489,26.641,88.943
133.000,5.490,26.926,88.936
133.042,5.490,26.488,88.930
133.083,5.490,26.919,88.926
133.125,5.488,26.232,88.904
133.167,5.489,26.888,88.917
133.208,5.491,26.906,88.890
133.250,5.489,26.559,88.894
133.292,5.489,26.825,88.874
133.375,3.065,15.470,86.048
133.417,3.062,15.458,85.574
133.458,3.064,15.538,85.501
133.500,3.064,15.539,85.514
133.542,3.065,15.522,85.498
133.583,3.065,15.516,85.518
133.625,3.064,15.480,85.503
133.667,3.064,15.496,85.486
133.708,3.063,15.001,85.477
133.750,3.062,15.278,85.499
133.792,3.062,15.366,85.512
133.833,3.062,15.297,85.619
133.875,3.062,15.553,86.292
133.958,6.009,30.084,90.104
134.000,6.010,29.824,89.971
134.042,6.013,29.978,89.994
134.083,6.012,30.166,89.846
134.125,6.011,30.088,89.793
134.167,6.009,29.960,89.827
134.208,6.010,29.914,89.819
134.250,6.011,30.167,89.774
134.292,6.012,30.038,89.808
134.375,3.062,15.219,86.208
134.417,3.063,15.136,85.575
134.458,3.063,14.975,85.457
134.500,3.065,15.249,85.491
134.542,3.065,15.244,85.567
134.583,3.064,15.246,85.537
134.625,3.065,15.215,85.503
134.667,3.065,15.271,85.725
134.708,3.064,15.207,85.610
134.750,3.065,15.207,85.593
134.792,3.064,15.102,85.743
134.833,3.063,15.062,86.022
134.875,3.063,15.032,86.123
134.958,6.009,29.997,90.289
135.000,6.009,29.896,89.801
135.042,6.009,29.947,89.756
135.083,6.009,29.734,89.767
135.125,6.008,29.813,89.845
135.167,6.010,29.935,89.920
135.208,6.010,29.866,89.948
135.250,6.009,29.805,89.940
135.292,6.009,29.679,89.914
135.375,6.011,29.374,89.856
135.417,6.010,29.657,89.772
135.458,6.011,29.788,89.843
135.500,6.013,29.548,89.852
135.542,6.013,29.685,89.871
135.583,6.013,29.543,89.865
135.625,6.014,29.644,89.886
135.667,6.015,29.780,89.800
135.708,6.013,29.696,89.799
135.750,6.011,29.688,89.821
135.792,6.012,29.786,90.030
135.833,6.012,29.673,89.761
135.875,6.011,29.689,89.792
135.958,6.013,29.795,89.781
136.000,6.011,29.811,89.776
136.042,6.012,29.812,89.761
136.083,6.011,29.606,89.769
136.125,6.011,29.813,89.725
136.167,6.011,29.794,89.729
136.208,6.011,29.848,89.730
136.250,6.011,29.801,89.738
136.292,6.011,29.660,89.708
136.375,6.011,29.446,89.634
136.417,6.012,29.721,89.659
136.458,6.013,29.743,89.781
136.500,6.014,29.758,89.884
136.542,6.015,29.791,89.848
136.583,6.017,29.854,89.797
136.625,6.017,29.784,89.711
136.667,6.015,29.432,89.619
136.708,6.013,29.813,89.627
136.750,6.013,29.796,89.625
136.792,6.013,29.662,89.623
136.833,6.012,29.790,89.688
136.875,6.010,30.064,89.653
136.958,6.013,29.913,89.676
137.000,6.013,29.748,89.745
137.042,6.012,29.760,89.725
137.083,6.012,29.716,89.689
137.125,6.012,29.821,89.672
137.167,6.012,29.624,89.660
137.208,6.012,29.716,89.654
137.250,6.010,29.670,89.697
137.292,6.011,29.854,89.688
137.375,6.012,29.785,89.689
137.417,2.758,14.529,85.827
137.458,2.758,14.627,84.882
137.500,2.758,14.664,84.660
137.542,2.758,14.659,84.629
137.583,2.758,14.664,84.649
137.625,2.758,14.660,84.653
137.667,2.758,14.691,84.681
137.708,2.758,14.652,84.672
137.750,2.757,14.684,84.690
137.792,2.757,14.637,84.667
137.833,2.757,14.675,84.708
137.875,2.757,14.661,84.707
137.958,6.011,29.305,89.253
138.000,6.013,29.043,89.937
138.042,6.014,29.214,90.023
138.083,6.013,29.314,89.994
138.125,6.012,29.294,90.036
138.167,6.012,29.454,90.008
138.208,6.012,29.334,89.965
138.250,6.012,29.243,89.962
138.292,6.012,29.053,89.916
138.375,6.011,28.909,89.954
138.417,6.011,28.934,89.941
138.458,6.013,29.344,89.918
138.500,6.013,29.104,89.911
138.542,6.014,29.203,89.876
138.583,6.014,29.289,89.891
138.625,6.012,29.060,89.897
138.667,6.012,29.127,89.908
138.708,6.013,29.102,89.919
138.750,6.013,29.128,89.913
138.792,6.013,29.153,89.909
138.833,6.014,29.130,89.924
138.875,6.014,29.044,89.878
138.958,6.013,29.162,89.901
139.000,6.012,29.286,89.927
139.042,6.012,29.169,89.923
139.083,6.013,29.085,89.900
139.125,6.013,29.435,89.895
139.167,6.012,29.092,89.863
139.208,6.011,29.161,89.921
139.250,6.012,29.112,89.937
139.292,6.011,29.101,89.961
139.375,6.012,29.233,89.959
139.417,6.012,29.005,89.942
139.458,6.012,29.373,89.964
139.500,6.014,28.775,89.952
139.542,6.013,28.921,89.927
139.583,6.012,29.090,89.980
139.625,6.014,28.823,89.919
139.667,6.014,29.215,89.925
139.708,6.014,29.035,89.954
139.750,6.014,29.459,89.935
139.792,6.014,29.306,89.972
139.833,6.013,29.400,89.948
139.875,6.014,29.024,89.965
139.958,6.012,29.288,89.960
140.000,6.014,29.251,89.984
140.042,6.014,29.025,89.964
140.083,6.014,29.401,89.934
140.125,6.015,29.157,89.940
140.167,6.012,29.290,89.902
140.208,6.013,29.155,89.891
140.250,6.012,29.285,89.953
140.292,6.012,29.301,89.918
140.375,4.229,24.300,89.236
140.417,3.062,15.041,86.805
140.458,3.064,15.109,86.659
140.500,3.065,15.109,86.868
140.542,3.066,15.092,86.859
140.583,3.068,15.079,86.990
140.625,3.067,15.064,87.029
140.667,3.066,14.964,86.921
140.708,3.065,14.988,87.012
140.750,3.066,14.865,86.911
140.792,3.066,14.901,86.976
140.833,3.065,14.835,86.939
140.875,3.064,14.823,86.932
140.958,6.012,28.933,90.215
141.000,6.013,28.824,90.001
141.042,6.014,28.902,90.091
141.083,6.013,29.069,90.061
141.125,6.013,28.513,90.082
141.167,6.012,29.063,90.060
141.208,6.012,29.087,90.020
141.250,6.011,28.695,90.011
141.292,6.011,29.116,89.974
141.375,3.678,18.459,86.261
141.417,3.678,18.481,85.458
141.458,3.678,18.457,85.449
141.500,3.679,18.437,85.464
141.542,3.679,18.440,85.673
141.583,3.678,18.437,85.696
141.625,3.678,18.446,85.761
141.667,3.678,18.420,85.825
141.708,3.678,18.375,85.855
141.750,3.677,18.405,85.810
141.792,3.678,18.428,85.848
141.833,3.678,18.454,85.972
141.875,3.677,18.395,85.981
141.958,6.012,29.635,89.823
142.000,6.013,29.356,89.905
142.042,6.012,29.531,89.929
142.083,6.013,29.535,89.898
142.125,6.013,29.497,89.947
142.167,6.014,29.470,89.893
142.208,6.013,29.670,89.834
142.250,6.013,29.563,89.857
142.292,6.015,29.577,89.950
142.375,6.015,29.575,89.872
142.417,6.014,29.693,89.893
142.458,6.012,29.628,89.871
142.500,6.015,29.576,89.796
142.542,6.015,29.630,89.699
142.583,6.013,29.423,89.676
142.625,6.013,29.754,89.683
142.667,6.014,29.771,89.715
142.708,6.014,29.667,89.750
142.750,6.013,29.633,89.709
142.792,6.014,29.899,89.795
142.833,6.013,29.761,89.847
142.875,6.014,29.575,89.823
142.958,6.012,29.679,89.741
143.000,6.013,29.696,89.741
143.042,6.013,29.712,89.746
143.083,6.012,29.467,89.471
143.125,6.010,29.234,89.499
143.167,6.010,29.586,89.555
143.208,6.010,29.753,89.659
143.250,6.010,29.423,89.795
143.292,6.010,29.801,89.848
143.375,6.010,29.689,89.508
143.417,6.008,29.705,89.537
143.458,6.010,29.474,89.261
143.500,6.009,29.347,88.057
143.542,6.010,29.552,87.796
143.583,6.010,29.386,88.048
143.625,6.011,29.670,88.451
143.667,6.011,29.595,88.455
143.708,6.011,29.934,87.677
143.750,6.012,29.224,88.066
143.792,6.012,29.357,89.032
143.833,6.010,29.456,89.090
143.875,6.012,29.511,89.097
143.958,6.009,29.578,88.968
144.000,6.011,29.546,89.022
144.042,6.011,30.099,89.059
144.083,6.012,29.509,89.068
144.125,6.011,29.943,89.081
144.167,6.011,29.656,89.128
144.208,6.012,29.456,89.119
144.250,6.012,29.936,89.113
144.292,6.012,29.583,89.101
144.375,6.011,30.218,89.106
144.417,6.012,29.588,89.170
144.458,6.012,29.804,89.191
144.500,6.013,30.322,89.608
144.542,6.013,29.698,89.631
144.583,6.014,29.609,89.596
144.625,6.014,30.267,89.543
144.667,6.015,29.670,89.502
144.708,6.016,29.619,89.524
144.750,6.016,30.283,89.517
144.792,6.014,30.082,89.532
144.833,6.015,29.687,89.538
144.875,6.016,29.664,89.536
144.958,6.016,29.547,89.529
145.000,6.015,29.720,89.572
145.042,6.012,29.680,89.472
145.083,6.012,30.037,89.377
145.125,6.010,29.703,89.502
145.167,6.011,29.685,89.509
145.208,6.011,29.995,89.557
145.250,6.011,29.962,89.506
145.292,6.011,30.010,89.551
145.375,6.013,29.779,89.628
145.417,6.012,30.018,89.659
145.458,6.013,29.764,89.671
145.500,6.015,29.742,89.648
145.542,6.013,29.821,89.656
145.583,6.013,29.466,89.657
145.625,6.014,29.637,89.604
145.667,6.013,29.656,89.565
145.708,6.013,29.562,89.585
145.750,6.013,29.675,89.573
145.792,6.011,29.916,89.599
145.833,6.013,29.237,89.666
145.875,6.013,29.606,89.664
145.958,6.014,29.964,89.630
146.000,6.013,30.018,89.659
146.042,6.013,29.753,89.670
146.083,6.014,29.710,89.686
146.125,6.013,29.627,89.648
146.167,6.012,29.843,89.635
146.208,6.012,29.972,89.661
146.250,6.011,29.820,89.654
146.292,6.014,30.295,89.621
146.375,6.012,29.732,89.669
146.417,6.013,29.663,89.694
146.458,6.012,29.572,89.682
146.500,6.013,29.769,89.658
146.542,6.014,29.719,89.699
146.583,6.014,29.706,89.657
146.625,6.015,29.744,89.634
146.667,6.015,29.876,89.621
146.708,6.014,29.797,89.584
146.750,6.016,29.762,89.594
146.792,6.014,29.813,89.637
146.833,6.014,29.659,89.636
146.875,6.013,29.856,89.585
146.958,6.012,29.665,89.704
147.000,6.012,30.162,89.681
147.042,6.012,29.768,89.676
147.083,6.013,29.952,89.685
147.125,6.010,29.539,89.671
147.167,6.013,29.724,89.671
147.208,6.013,29.766,89.641
147.250,6.013,29.562,89.582
147.292,6.013,29.866,89.485
147.375,4.262,21.637,86.525
147.417,4.262,21.798,86.668
147.458,4.260,21.779,86.652
147.500,4.262,21.694,86.738
147.542,4.262,21.793,86.793
147.583,4.263,21.855,86.792
147.625,4.262,21.791,86.733
147.667,4.263,21.838,86.763
147.708,4.264,21.816,86.805
147.750,4.263,21.859,86.838
147.792,4.262,21.856,86.945
147.833,4.262,21.796,86.941
147.875,4.262,21.881,86.944
147.958,6.010,28.961,89.760
148.000,6.012,28.780,89.790
148.042,6.011,29.258,89.812
148.083,6.013,29.092,89.792
148.125,6.013,29.009,89.768
148.167,6.012,28.816,89.808
148.208,6.012,28.915,89.842
148.250,6.012,28.994,89.848
148.292,6.011,29.272,89.848
148.375,4.261,20.986,87.222
148.417,4.261,20.991,87.072
148.458,4.261,20.858,87.086
148.500,4.262,20.966,87.155
148.542,4.263,20.872,87.138
148.583,4.261,20.930,87.105
148.625,4.261,20.931,87.112
148.667,4.261,20.951,87.137
148.708,4.261,20.956,87.115
148.750,4.261,20.946,87.094
148.792,4.262,20.969,87.128
148.833,4.261,20.836,87.158
148.875,4.261,20.834,87.171
148.958,6.014,28.610,89.546
149.000,6.013,28.607,89.579
149.042,6.014,28.830,89.653
149.083,6.012,28.764,89.725
149.125,6.015,28.677,89.731
149.167,6.012,28.765,89.596
149.208,6.013,28.672,89.542
149.250,6.012,29.102,89.573
149.292,6.013,28.674,89.537
149.375,4.294,21.468,86.602
149.417,4.294,21.412,86.384
149.458,4.294,21.315,86.391
149.500,4.294,21.204,86.381
149.542,4.294,21.301,86.449
149.583,4.295,21.409,86.473
149.625,4.293,21.461,86.450
149.667,4.294,21.321,86.484
149.708,4.293,21.316,86.478
149.750,4.294,21.210,86.512
149.792,4.294,21.282,86.495
149.833,4.294,21.322,86.466
149.875,4.295,21.447,86.441
149.958,6.013,28.607,89.477
150.000,6.013,28.789,89.646
150.042,6.013,28.775,89.634
150.083,6.012,28.551,89.584
150.125,6.013,28.689,89.536
150.167,6.013,28.714,89.556
150.208,6.012,28.782,89.578
150.250,6.011,28.701,89.565
150.292,6.012,28.704,89.604
150.375,6.014,28.545,89.615
150.417,6.013,28.548,89.608
150.458,6.013,28.737,89.608
150.500,6.012,28.560,89.646
150.542,6.012,28.860,89.693
150.583,6.014,28.639,89.683
150.625,6.015,28.666,89.635
150.667,6.014,28.815,89.559
150.708,6.014,28.910,89.542
150.750,6.014,28.563,89.488
150.792,6.014,29.021,89.526
150.833,6.014,28.745,89.601
150.875,6.012,28.786,89.595
150.958,6.013,28.834,89.583
151.000,6.014,28.721,89.558
151.042,6.014,28.740,89.552
151.083,6.014,28.665,89.538
151.125,6.014,28.630,89.528
151.167,6.013,28.817,89.514
151.208,6.012,28.808,89.500
151.250,6.013,28.789,89.524
151.292,6.014,28.697,89.719
151.375,3.678,18.995,86.879
151.417,3.677,19.100,86.598
151.458,3.678,19.111,86.599
151.500,3.678,19.122,86.617
151.542,3.678,19.108,86.635
151.583,3.679,19.166,86.636
151.625,3.680,19.200,86.658
151.667,3.679,19.193,86.592
151.708,3.680,19.128,86.621
151.750,3.678,19.090,86.612
151.792,3.678,19.108,86.614
151.833,3.679,19.051,86.634
151.875,3.679,19.072,86.655
151.958,6.012,29.719,89.607
152.000,6.013,29.610,89.728
152.042,6.012,29.570,89.731
152.083,6.013,29.727,89.740
152.125,6.013,29.760,89.743
152.167,6.013,29.447,89.782
152.208,6.012,29.715,89.776
152.250,6.014,29.721,89.779
152.292,6.015,29.607,89.739
152.375,6.013,29.692,89.721
152.417,6.013,29.584,89.705
152.458,6.015,29.480,89.728
152.500,6.013,29.757,89.719
152.542,6.012,29.642,89.730
152.583,6.014,29.537,89.744
152.625,6.015,29.617,89.745
152.667,6.014,29.673,89.726
152.708,6.013,29.747,89.672
152.750,6.013,29.630,89.712
152.792,6.014,29.724,89.765
152.833,6.013,29.792,89.793
152.875,6.013,29.653,89.754
152.958,6.014,29.688,89.756
153.000,6.013,29.559,89.753
153.042,6.015,29.685,89.702
153.083,6.014,29.727,89.644
153.125,6.014,29.617,89.629
153.167,6.015,29.663,89.679
153.208,6.014,29.610,89.680
153.250,6.014,29.672,89.645
153.292,6.014,29.708,89.674
153.375,6.014,29.687,89.596
153.417,6.014,29.775,89.630
153.458,6.014,29.656,89.655
153.500,6.014,29.605,89.669
153.542,6.014,29.738,89.678
153.583,6.015,29.741,89.701
153.625,6.015,29.740,89.640
153.667,6.014,29.702,89.640
153.708,6.015,29.732,89.647
153.750,6.013,29.640,89.662
153.792,6.015,29.692,89.675
153.833,6.014,29.658,89.681
153.875,6.013,29.743,89.712
153.958,6.016,29.823,89.710
154.000,6.016,29.655,89.663
154.042,6.017,29.662,89.680
154.083,6.016,29.691,89.670
154.125,6.014,29.604,89.639
154.167,6.014,29.716,89.661
154.208,6.014,29.637,89.649
154.250,6.013,29.733,89.644
154.292,6.014,29.658,89.681
154.375,3.064,15.375,85.046
154.417,3.064,15.396,84.703
154.458,3.064,15.324,84.718
154.500,3.063,15.264,84.625
154.542,3.370,16.568,85.295
154.583,3.370,16.555,85.912
154.625,3.370,16.550,86.002
154.667,3.370,16.620,85.989
154.708,3.065,16.528,85.001
154.750,3.064,15.143,84.915
154.792,3.062,15.124,84.813
154.833,3.063,15.071,84.919
154.875,3.063,15.011,84.905
154.958,6.010,29.897,89.463
155.000,6.011,29.598,89.837
155.042,6.011,29.849,89.883
155.083,6.011,29.897,89.871
155.125,6.010,29.648,89.855
155.167,6.012,29.564,89.815
155.208,6.012,29.803,89.755
155.250,6.011,29.595,89.709
155.292,6.014,29.588,89.583
155.375,3.063,15.101,85.676
155.417,3.062,15.075,85.387
155.458,3.369,16.991,85.383
155.500,3.368,17.012,85.900
155.542,3.368,16.987,86.058
155.583,3.674,17.501,86.878
155.625,3.063,15.265,86.414
155.667,3.063,15.175,85.904
155.708,3.063,15.159,85.714
155.750,3.063,15.136,85.663
155.792,3.063,15.154,85.628
155.833,3.064,15.154,85.614
155.875,3.063,15.133,85.575
155.958,6.010,29.878,89.575
156.000,6.009,29.877,89.800
156.042,6.010,29.851,89.776
156.083,6.009,29.714,89.801
156.125,6.010,29.873,89.845
156.167,6.012,29.632,89.757
156.208,6.010,29.399,89.755
156.250,6.011,29.935,89.788
156.292,6.012,29.718,89.763
156.375,3.065,14.781,85.805
156.417,3.063,14.801,85.639
156.458,3.063,14.826,85.650
156.500,3.063,14.856,85.654
156.542,3.064,14.860,85.727
156.583,3.064,14.851,85.753
156.625,3.064,14.861,85.759
156.667,3.064,14.852,85.796
156.708,3.064,14.836,85.759
156.750,3.063,14.810,85.701
156.792,3.063,14.760,85.675
156.833,3.063,14.794,85.833
156.875,3.062,14.812,85.914
156.958,6.010,29.343,89.827
157.000,6.012,29.613,89.901
157.042,6.011,29.235,89.877
157.083,6.011,29.414,89.920
157.125,6.012,29.557,89.928
157.167,6.011,29.841,89.941
157.208,6.010,29.561,89.916
157.250,6.011,29.441,89.866
157.292,6.010,29.404,89.804
157.375,3.063,14.963,85.924
157.417,3.064,14.934,85.697
157.458,3.064,14.930,85.665
157.500,3.064,14.922,85.679
157.542,3.065,14.921,85.745
157.583,3.065,14.934,85.769
157.625,3.063,14.953,85.811
157.667,3.066,14.954,85.762
157.708,3.064,14.934,85.804
157.750,3.063,14.943,85.859
157.792,3.064,14.937,85.838
157.833,3.064,14.929,85.839
157.875,3.064,15.089,85.844
157.958,6.012,29.848,90.139
158.000,6.012,29.828,89.892
158.042,6.012,29.865,89.920
158.083,6.011,29.834,89.919
158.125,6.009,29.879,89.886
158.167,6.010,29.697,89.852
158.208,6.010,29.848,89.851
158.250,6.012,29.974,89.842
158.292,6.010,29.766,89.786
158.375,2.452,14.375,85.967
158.417,2.452,14.474,85.477
158.458,2.452,14.480,85.128
158.500,2.452,14.508,85.075
158.542,2.452,14.489,85.124
158.583,2.452,14.496,85.157
158.625,2.452,14.521,85.136
158.667,2.452,14.596,85.403
158.708,2.453,14.550,85.316
158.750,2.452,14.558,85.235
158.792,2.452,14.531,85.188
158.833,2.451,14.455,85.167
158.875,2.451,14.552,85.084
158.958,5.793,28.817,89.879
159.000,5.795,29.094,89.676
159.042,5.795,29.165,89.617
159.083,5.795,28.922,89.592
159.125,5.795,28.755,89.596
159.167,5.796,28.879,89.570
159.208,5.797,28.851,89.548
159.250,5.795,28.979,89.549
159.292,5.797,29.045,89.542
159.375,5.797,29.062,89.521
159.417,5.798,29.045,89.526
159.458,5.798,28.951,89.515
159.500,5.797,28.975,89.557
159.542,5.797,28.978,89.570
159.583,5.798,29.065,89.564
159.625,5.797,29.023,89.561
159.667,5.798,28.997,89.523
159.708,5.796,28.840,89.345
159.750,5.796,28.944,89.480
159.792,5.794,28.950,89.536
159.833,5.795,28.953,89.581
159.875,5.796,28.830,89.522
159.958,5.796,28.958,89.522
160.000,5.795,29.030,89.554
