DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
71.875,2.452,13.526,30.924,84.739,83.310
71.958,6.013,28.553,31.959,88.030,86.485
72.000,6.012,28.266,31.859,87.909,86.364
72.042,6.013,28.294,31.861,87.896,86.296
72.083,6.011,28.295,31.825,87.905,86.339
72.125,6.011,28.459,31.899,87.905,86.350
72.167,6.011,28.138,31.885,87.876,86.276
72.208,6.012,28.076,31.797,87.878,86.300
72.250,6.011,28.513,31.927,87.915,86.259
72.292,6.012,28.059,31.819,87.900,86.337
72.375,3.219,15.995,30.875,85.149,83.674
72.417,2.454,14.876,31.148,82.888,81.629
72.458,2.454,14.866,31.035,83.503,82.159
72.500,2.454,14.756,31.049,84.287,82.986
72.542,2.453,14.746,30.871,84.444,83.067
72.583,2.453,14.767,31.035,84.496,83.173
72.625,2.453,14.763,31.010,84.532,83.192
72.667,2.453,14.716,30.855,84.542,83.175
72.708,2.453,14.719,30.945,84.546,83.184
72.750,2.453,14.703,30.773,84.559,83.185
72.792,2.454,14.746,30.596,84.571,83.173
72.833,2.452,14.744,30.981,84.596,83.139
72.875,2.452,14.729,30.943,84.608,83.166
72.958,6.011,29.574,30.981,88.856,87.322
73.000,6.013,29.067,31.056,88.881,87.351
73.042,6.012,29.714,30.796,88.900,87.357
73.083,6.012,29.645,30.744,88.945,87.414
73.125,6.012,29.616,30.711,89.036,87.458
73.167,6.012,29.706,30.738,89.058,87.467
73.208,6.013,29.595,30.810,89.103,87.476
73.250,6.012,29.585,30.896,89.061,87.473
73.292,6.013,29.157,30.993,89.048,87.439
73.375,2.454,14.140,29.719,85.446,84.113
73.417,2.454,14.725,30.065,84.831,83.504
73.458,2.454,14.742,29.986,84.688,83.393
73.500,2.454,14.749,30.036,84.635,83.381
73.542,2.452,14.714,29.965,84.603,83.266
73.583,2.453,14.826,30.120,84.566,83.171
73.625,2.453,14.815,29.951,84.552,83.169
73.667,2.453,14.941,29.915,84.483,83.133
73.708,2.453,14.947,30.013,84.489,83.087
73.750,2.452,14.950,30.048,84.518,83.162
73.792,2.452,14.950,29.888,84.563,83.112
73.833,2.453,14.965,29.992,84.584,83.197
73.875,2.452,14.862,30.212,84.578,83.203
73.958,6.012,29.458,30.816,88.890,87.291
74.000,6.013,29.840,31.159,89.008,87.453
74.042,6.013,29.958,30.946,88.978,87.430
74.083,6.011,29.945,30.774,88.934,87.403
74.125,6.011,29.803,30.885,88.954,87.395
74.167,6.011,29.892,30.675,88.995,87.375
74.208,6.011,29.909,30.720,89.012,87.411
74.250,6.012,29.595,30.824,89.057,87.387
74.292,6.011,29.871,30.861,89.007,87.424
74.375,2.453,14.148,30.054,85.303,83.967
74.417,2.453,14.190,30.121,84.007,82.733
74.458,2.454,14.205,30.300,83.512,82.244
74.500,2.454,14.232,30.044,83.384,82.139
74.542,2.454,14.219,30.236,83.374,82.126
74.583,2.454,14.217,30.340,83.346,82.110
74.625,2.454,14.302,30.276,83.642,82.369
74.667,2.453,14.411,30.058,84.484,83.192
74.708,2.454,14.373,29.970,84.648,83.316
74.750,2.454,14.347,29.899,84.635,83.259
74.792,2.453,14.356,30.048,84.824,83.442
74.833,2.453,14.355,29.970,84.950,83.585
74.875,2.453,14.341,30.048,84.978,83.579
74.958,6.012,29.507,31.152,87.620,86.130
75.000,6.013,29.496,30.899,87.686,86.194
75.042,6.014,29.362,30.840,87.664,86.149
75.083,6.012,29.454,30.988,87.702,86.190
75.125,6.012,29.401,30.946,87.695,86.219
75.167,6.011,29.358,30.826,87.740,86.157
75.208,6.012,29.678,31.087,87.692,86.176
75.250,6.013,29.431,31.045,87.666,86.119
75.292,6.011,29.356,31.159,87.675,86.159
75.375,6.013,29.371,30.700,87.845,86.376
75.417,6.013,29.128,30.822,87.857,86.414
75.458,6.014,29.373,30.580,87.886,86.443
75.500,6.014,28.808,30.805,87.914,86.482
75.542,6.014,29.428,30.643,87.885,86.466
75.583,6.015,29.253,30.708,87.860,86.444
75.625,6.015,29.325,30.653,87.842,86.406
75.667,6.016,29.400,30.982,87.785,86.356
75.708,6.014,29.284,30.681,87.823,86.311
75.750,6.016,29.140,30.767,87.839,86.321
75.792,6.016,29.128,30.764,87.799,86.220
75.833,6.016,29.293,30.590,87.843,86.302
75.875,6.016,29.258,30.611,87.833,86.314
75.958,6.015,29.266,30.649,87.851,86.271
76.000,6.015,29.403,30.725,87.836,86.290
76.042,6.015,29.318,30.842,87.839,86.304
76.083,6.014,29.176,30.780,87.832,86.296
76.125,6.014,29.158,30.799,87.813,86.282
76.167,6.014,29.310,30.565,87.791,86.255
76.208,6.014,29.050,30.839,87.803,86.248
76.250,6.014,29.324,30.904,87.856,86.296
76.292,6.013,29.275,30.471,87.887,86.341
76.375,6.014,29.296,30.639,87.929,86.453
76.417,6.013,29.332,30.665,87.934,86.507
76.458,6.014,28.663,30.791,87.929,86.547
76.500,6.014,29.205,30.757,87.906,86.431
76.542,6.016,29.254,30.829,87.793,86.314
76.583,6.014,28.961,30.815,87.719,86.241
76.625,6.014,29.308,30.813,87.755,86.286
76.667,6.015,29.236,30.811,87.848,86.420
76.708,6.014,29.191,30.785,87.847,86.411
76.750,6.015,29.380,30.791,87.784,86.225
76.792,6.014,29.355,31.007,87.782,86.257
76.833,6.014,28.771,30.812,87.813,86.282
76.875,6.014,28.914,30.979,87.826,86.301
76.958,6.014,29.158,30.912,87.857,86.355
77.000,6.012,29.320,31.069,87.849,86.322
77.042,6.014,29.184,31.227,87.845,86.274
77.083,6.013,29.215,30.917,87.814,86.267
77.125,6.014,29.122,30.966,87.801,86.253
77.167,6.012,28.805,30.925,87.808,86.258
77.208,6.014,29.359,30.915,87.816,86.278
77.250,6.012,29.373,30.936,87.826,86.274
77.292,6.012,29.400,30.953,87.787,86.343
77.375,2.761,16.997,29.878,85.264,83.950
77.417,2.760,14.975,30.039,84.803,83.490
77.458,2.761,15.119,29.913,84.725,83.432
77.500,2.761,15.007,29.962,84.661,83.324
77.542,2.759,14.974,29.941,84.571,83.172
77.583,2.758,15.008,29.776,84.563,83.217
77.625,2.758,15.044,29.905,84.640,83.259
77.667,2.759,15.100,30.055,84.716,83.322
77.708,2.758,15.028,30.223,84.764,83.475
77.750,2.759,15.158,29.899,84.772,83.525
77.792,2.759,15.207,30.023,84.774,83.519
77.833,2.758,15.164,29.880,84.852,83.536
77.875,2.759,15.059,29.961,84.900,83.610
77.958,6.012,29.122,30.863,87.947,86.425
78.000,6.014,28.586,30.875,88.122,86.508
78.042,6.012,28.648,30.708,88.135,86.543
78.083,6.011,28.755,30.653,88.175,86.641
78.125,6.011,28.711,30.625,88.236,86.666
78.167,6.011,28.745,30.924,88.270,86.697
78.208,6.013,28.576,30.349,88.284,86.623
78.250,6.010,28.486,30.631,88.247,86.609
78.292,6.011,28.835,30.515,88.249,86.690
78.375,2.759,15.360,29.947,84.462,83.146
78.417,2.759,15.358,29.852,84.600,83.165
78.458,2.759,15.220,29.768,84.615,83.151
78.500,2.759,15.290,29.960,84.679,83.290
78.542,2.760,15.341,30.152,84.723,83.381
78.583,2.759,15.291,30.168,84.698,83.366
78.625,2.759,15.352,29.920,84.728,83.336
78.667,2.760,15.365,30.105,84.762,83.501
78.708,2.760,15.354,29.874,84.762,83.400
78.750,2.760,15.348,30.119,84.751,83.397
78.792,2.759,15.317,30.105,84.747,83.411
78.833,2.759,15.259,29.825,84.735,83.353
78.875,2.759,15.216,29.755,84.709,83.329
78.958,6.011,28.493,30.835,87.932,86.324
79.000,6.009,28.338,30.600,87.837,86.292
79.042,6.009,28.121,30.771,87.897,86.318
79.083,6.010,28.580,30.967,87.943,86.433
79.125,6.011,28.648,30.650,88.048,86.503
79.167,6.011,28.733,30.625,87.999,86.469
79.208,6.011,28.424,30.705,87.913,86.350
79.250,6.010,28.593,30.884,87.954,86.263
79.292,6.010,28.635,30.718,87.971,86.421
79.375,2.759,14.607,30.026,86.971,85.581
79.417,2.759,14.458,29.814,85.253,83.865
79.458,2.759,14.443,30.076,84.852,83.485
79.500,2.759,14.447,30.127,84.772,83.473
79.542,2.759,14.460,30.143,84.782,83.494
79.583,2.759,14.456,30.064,84.714,83.378
79.625,2.759,14.453,29.881,84.684,83.279
79.667,2.759,14.449,30.048,84.708,83.352
79.708,2.759,14.453,30.146,84.754,83.379
79.750,2.759,14.456,29.932,84.808,83.418
79.792,2.758,14.449,29.850,84.812,83.416
79.833,2.758,14.455,30.016,84.845,83.430
79.875,2.758,14.446,30.057,84.835,83.444
79.958,6.011,28.836,30.541,87.849,86.280
80.000,6.009,29.203,30.623,87.853,86.257
80.042,6.010,29.385,30.701,87.889,86.293
80.083,6.009,29.082,30.561,87.896,86.321
80.125,6.009,29.082,30.921,87.879,86.276
80.167,6.011,29.338,30.633,87.790,86.250
80.208,6.011,29.306,30.534,87.767,86.134
80.250,6.013,29.197,30.563,87.785,86.133
80.292,6.012,29.233,30.589,87.768,86.287
80.375,2.758,15.726,29.983,87.353,85.779
80.417,2.758,15.395,30.126,84.885,83.458
80.458,2.758,15.436,30.083,84.660,83.244
80.500,2.758,15.438,30.010,84.604,83.201
80.542,2.758,15.489,29.891,84.586,83.262
80.583,2.759,15.515,30.301,84.592,83.238
80.625,2.759,15.519,30.038,84.588,83.231
80.667,2.758,15.767,30.123,84.797,83.414
80.708,2.758,15.528,30.032,84.682,83.284
80.750,2.758,15.488,30.059,84.597,83.197
80.792,2.758,15.456,29.991,84.618,83.188
80.833,2.758,15.373,29.782,84.552,83.094
80.875,2.758,15.415,29.957,84.558,83.082
80.958,6.012,29.913,31.154,88.873,87.238
81.000,6.011,29.547,30.953,88.974,87.421
81.042,6.013,29.990,30.961,89.100,87.528
81.083,6.012,29.145,30.874,89.159,87.531
81.125,6.013,29.881,30.731,89.205,87.596
81.167,6.012,29.768,30.937,89.196,87.554
81.208,6.012,29.842,30.811,89.113,87.470
81.250,6.012,29.193,30.757,89.028,87.423
81.292,6.013,29.922,30.866,89.016,87.429
81.375,2.759,14.777,30.282,86.084,84.638
81.417,2.759,14.826,30.005,84.896,83.503
81.458,2.759,14.816,30.072,84.663,83.314
81.500,2.758,14.827,30.012,84.566,83.246
