DOL,CD,TI3302A
160.167,5.794,89.515
160.208,5.795,89.525
160.250,5.794,89.520
160.292,5.796,89.521
160.375,5.796,89.530
160.417,5.796,89.524
160.458,5.797,89.563
160.500,5.797,89.540
160.542,5.798,89.562
160.583,5.797,89.527
160.625,5.797,89.540
160.667,5.798,89.526
160.708,5.796,89.551
160.750,5.799,89.527
160.792,5.799,89.495
160.833,5.798,89.506
160.875,5.798,89.517
160.958,5.797,89.526
161.000,5.797,89.515
161.042,5.796,89.472
161.083,5.797,89.581
161.125,5.796,89.569
161.167,5.796,89.584
161.208,5.796,89.573
161.250,5.797,89.569
161.292,5.796,89.590
161.375,2.453,85.748
161.417,2.740,84.984
161.458,3.064,86.890
161.500,3.062,86.341
161.542,3.062,86.503
161.583,3.062,86.642
161.625,3.063,86.585
161.667,3.063,86.732
161.708,3.063,86.855
161.750,3.063,86.924
161.792,3.063,86.692
161.833,3.062,86.862
161.875,3.061,87.035
161.958,6.010,89.295
162.000,6.011,89.250
162.042,6.012,89.299
162.083,6.012,89.258
162.125,6.011,89.267
162.167,6.011,89.288
162.208,6.012,89.337
162.250,6.012,89.315
162.292,6.011,88.962
162.375,3.063,85.880
162.417,3.063,86.035
162.458,3.064,86.073
162.500,3.065,86.089
162.542,3.065,86.045
162.583,3.063,86.053
162.625,3.064,86.094
162.667,3.065,86.127
162.708,3.063,86.052
162.750,3.676,86.702
162.792,2.452,84.899
162.833,2.451,84.155
162.875,2.452,84.032
162.958,6.011,88.783
163.000,6.011,89.198
163.042,6.012,89.257
163.083,6.012,89.328
163.125,6.012,89.259
