DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
278.417,4.874,24.341,30.718,85.951,84.775
278.458,4.874,24.732,30.598,86.049,84.895
278.500,4.876,24.801,30.640,86.073,84.950
278.542,4.876,24.508,30.861,86.042,84.949
278.583,4.876,24.515,30.820,86.020,84.856
278.625,4.876,24.406,30.483,86.023,84.775
278.667,4.877,24.310,30.553,85.957,84.797
278.708,4.877,24.477,30.833,85.954,84.718
278.750,4.876,24.493,30.731,85.706,84.320
278.792,4.874,24.483,30.704,85.914,84.692
278.833,4.875,24.694,30.737,85.965,84.735
278.875,4.876,24.546,30.375,85.960,84.699
278.958,4.874,24.321,30.390,85.970,84.715
279.000,4.875,24.230,30.197,85.926,84.711
279.042,4.874,24.527,30.161,85.930,84.686
279.083,4.873,24.239,30.191,85.924,84.669
279.125,4.873,24.500,30.311,85.902,84.633
279.167,4.873,24.296,30.303,85.878,84.628
279.208,4.873,24.162,30.310,85.867,84.611
279.250,4.871,24.222,30.205,85.857,84.631
279.292,4.872,24.620,30.381,85.852,84.593
279.375,4.874,24.317,30.506,85.943,84.829
279.417,4.874,24.670,30.639,85.976,84.812
279.458,4.874,24.772,30.699,85.923,84.822
279.500,4.874,24.687,30.584,86.000,84.847
279.542,4.875,24.595,30.380,86.056,84.950
279.583,4.876,24.740,30.649,86.007,84.946
279.625,4.877,24.734,30.700,85.981,84.881
279.667,4.877,24.818,30.750,85.902,84.800
279.708,4.876,24.754,30.615,85.937,84.772
279.750,4.876,24.778,30.820,85.864,84.688
279.792,4.875,24.411,30.649,85.874,84.684
279.833,4.875,24.719,30.503,85.875,84.678
279.875,4.874,24.694,30.312,85.863,84.650
279.958,4.873,24.717,30.359,85.216,83.998
280.000,4.873,24.578,30.180,85.645,84.416
280.042,4.874,24.382,30.329,85.677,84.397
280.083,4.872,24.474,30.212,85.613,84.366
280.125,4.873,24.824,30.224,85.629,84.306
280.167,4.872,24.653,30.509,85.593,84.395
280.208,4.874,24.800,30.345,85.592,84.396
280.250,4.874,24.554,30.205,85.584,84.287
280.292,4.873,24.891,30.140,85.586,84.406
