DOL,CD,FI3312B
160.167,5.794,31.009
160.208,5.795,31.263
160.250,5.794,30.884
160.292,5.796,31.038
160.375,5.796,31.030
160.417,5.796,31.092
160.458,5.797,30.945
160.500,5.797,30.912
160.542,5.798,30.824
160.583,5.797,31.169
160.625,5.797,31.076
160.667,5.798,31.118
160.708,5.796,31.345
160.750,5.799,31.053
160.792,5.799,30.887
160.833,5.798,31.113
160.875,5.798,30.909
160.958,5.797,31.000
161.000,5.797,31.091
161.042,5.796,30.659
161.083,5.797,30.971
161.125,5.796,31.100
161.167,5.796,30.909
161.208,5.796,31.330
161.250,5.797,30.924
161.292,5.796,30.880
161.375,2.453,30.619
161.417,2.740,30.624
161.458,3.064,29.819
161.500,3.062,30.441
161.542,3.062,30.755
161.583,3.062,30.509
161.625,3.063,30.705
161.667,3.063,30.384
161.708,3.063,31.343
161.750,3.063,31.426
161.792,3.063,30.937
161.833,3.062,31.400
161.875,3.061,31.386
161.958,6.010,31.910
162.000,6.011,31.651
162.042,6.012,31.800
162.083,6.012,31.675
162.125,6.011,31.726
162.167,6.011,31.874
162.208,6.012,31.554
162.250,6.012,31.334
162.292,6.011,31.475
162.375,3.063,30.859
162.417,3.063,31.153
162.458,3.064,31.126
162.500,3.065,31.222
162.542,3.065,31.200
162.583,3.063,31.337
162.625,3.064,31.092
162.667,3.065,31.301
162.708,3.063,31.415
162.750,3.676,29.078
162.792,2.452,30.558
162.833,2.451,30.583
162.875,2.452,30.639
162.958,6.011,31.416
163.000,6.011,31.002
163.042,6.012,31.011
163.083,6.012,31.096
163.125,6.012,31.175
