CD,FI3312B,TI3302A
5.796,30.874,89.539
5.794,31.009,89.515
5.795,31.263,89.525
5.794,30.884,89.520
5.796,31.038,89.521
5.796,31.030,89.530
5.796,31.092,89.524
5.797,30.945,89.563
5.797,30.912,89.540
5.798,30.824,89.562
5.797,31.169,89.527
5.797,31.076,89.540
5.798,31.118,89.526
5.796,31.345,89.551
5.799,31.053,89.527
5.799,30.887,89.495
5.798,31.113,89.506
5.798,30.909,89.517
5.797,31.000,89.526
5.797,31.091,89.515
5.796,30.659,89.472
5.797,30.971,89.581
5.796,31.100,89.569
5.796,30.909,89.584
5.796,31.330,89.573
5.797,30.924,89.569
5.796,30.880,89.590
2.453,30.619,85.748
2.740,30.624,84.984
3.064,29.819,86.890
3.062,30.441,86.341
3.062,30.755,86.503
3.062,30.509,86.642
3.063,30.705,86.585
3.063,30.384,86.732
3.063,31.343,86.855
3.063,31.426,86.924
3.063,30.937,86.692
3.062,31.400,86.862
3.061,31.386,87.035
6.010,31.910,89.295
6.011,31.651,89.250
6.012,31.800,89.299
6.012,31.675,89.258
6.011,31.726,89.267
6.011,31.874,89.288
6.012,31.554,89.337
6.012,31.334,89.315
6.011,31.475,88.962
3.063,30.859,85.880
3.063,31.153,86.035
3.064,31.126,86.073
3.065,31.222,86.089
3.065,31.200,86.045
3.063,31.337,86.053
3.064,31.092,86.094
3.065,31.301,86.127
3.063,31.415,86.052
3.676,29.078,86.702
2.452,30.558,84.899
2.451,30.583,84.155
2.452,30.639,84.032
6.011,31.416,88.783
6.011,31.002,89.198
6.012,31.011,89.257
6.012,31.096,89.328
6.012,31.175,89.259
