CD,FI3312A,FI3312B
5.795,28.960,30.882
5.795,28.991,31.044
5.796,28.956,30.874
5.794,28.797,31.009
5.795,29.082,31.263
5.794,28.717,30.884
5.796,29.005,31.038
5.796,28.820,31.030
5.796,28.842,31.092
5.797,28.984,30.945
5.797,29.020,30.912
5.798,28.990,30.824
5.797,28.968,31.169
5.797,29.017,31.076
5.798,29.041,31.118
5.796,28.986,31.345
5.799,28.928,31.053
5.799,28.894,30.887
5.798,28.890,31.113
5.798,28.903,30.909
5.797,29.086,31.000
5.797,28.866,31.091
5.796,29.002,30.659
5.797,28.945,30.971
5.796,29.057,31.100
5.796,28.979,30.909
5.796,29.033,31.330
5.797,28.939,30.924
5.796,28.908,30.880
2.453,13.023,30.619
2.740,13.010,30.624
3.064,14.612,29.819
3.062,15.142,30.441
3.062,15.165,30.755
3.062,15.157,30.509
3.063,15.133,30.705
3.063,13.870,30.384
3.063,13.886,31.343
3.063,13.883,31.426
3.063,13.806,30.937
3.062,13.843,31.400
3.061,13.856,31.386
6.010,28.701,31.910
6.011,28.842,31.651
6.012,28.721,31.800
6.012,28.979,31.675
6.011,28.815,31.726
6.011,28.999,31.874
6.012,29.420,31.554
6.012,29.693,31.334
6.011,28.782,31.475
3.063,16.168,30.859
3.063,16.209,31.153
3.064,16.250,31.126
3.065,16.310,31.222
3.065,16.249,31.200
3.063,16.250,31.337
3.064,16.249,31.092
3.065,16.228,31.301
3.063,16.853,31.415
3.676,18.569,29.078
2.452,14.575,30.558
2.451,14.465,30.583
2.452,14.433,30.639
6.011,28.704,31.416
6.011,28.774,31.002
6.012,28.581,31.011
6.012,28.798,31.096
6.012,28.348,31.175
